"","text","score","polarity"
"444","@HerryYuwono6 @RomeoWalker19 .
.
Ini baru permulaan...
Mrk dah keder...
Gimana klo besok telunjuk Jokowi mengarah pada sosok capres penerus tongkat estafet pemerintahan...
Pasti kadrone  teriak² pemerintah berat sebelah....
😂😂😂😂😂",0,"Netral"
"445","@AndiSinulingga Manusia Munafik kau sinungilla, bukannya biasanya kau yg paling kenceng  membbully setiap kebijakan Pemerintah?Jilat saja itu pantat abas yaman, kau dibutuhkan disana.
Kalau soal Jokowi dan pemerintahan ga usah kau campuri.",0,"Netral"
"446","Angka ini naik hingga Rp 1.067,4 triliun jika dibandingkan sejak awal pemerintahan Presiden (Jokowi) pada 2014 hingga Mei 2017 ini.",0,"Netral"
"447","@ainunnajib @jokowi Gak ada bicara Polarisasi,
itu bicara tentang Penegakan Hukum bagi para penyebar Fitnah yg terus menyerang Pemerintahan Jokowi.

Kata "" Perang "" itupun bukan berarti perang Fisik. 
tapi beradu Pengaruh Politik di Masyarakat.",0,"Netral"
"448","@Relawananies Pemerintahan presiden Jokowi fokus bekerja memajukan Indonesia dan mensejahterakan.

Para pembenci fokus menjelek dan berusaha menjelekkan pemerintah presiden Jokowi.

Ingat Tuhan tidak pernah tidur, ada waktu nya pembalasan murka Tuhan turun atas orang orang dengki. https://t.co/60PgWQmUrX",-1,"Negatif"
"449","Pendahulunya selalu defisit APBN 
Dimana sisa pembiayaan negara diperoleh dari ""UTANG""
Yang harus dibayar jokowi setiap tahunnya 270 trilyun.

Sungguh pemerintahan lama adalah pemerintah yang ""MALAS BEKERJA""
dan suka ""menghamburkan uang"" tanpa perduli pendapatan kurang.",0,"Netral"
"450","Kedekatan Presiden Jokowi memang tidak semata secara emosional, Menteri BUMN 
Erick THohir membuktikan bahwa dirinya punya kinerja yg bagus dlm pemerintahan. Etho  berhasil mentransformasi perusahaan-perusahaan BUMN agar menjadi lebih untung.

#BangkitBersamaET 
@erickthohir https://t.co/Gey9LJ5VvH",0,"Netral"
"451","Golkar Jatim: Airlangga Masuk Ciri Pemimpin yang Disebut Jokowi.

Surabaya (https://t.co/ksziGGp1k3) – Pertemuan Presiden Jokowi dengan relawan Gerakan Nusantara Bersatu mengungkap ciri-ciri… https://t.co/Lv51tG7dr7 #PolitikPemerintahan #AirlanggaHartarto via @beritajatimcom",0,"Netral"
"452","Kereen bange Pak Jokowi, semoga Indonesia seakin maju di tangan pemerintahan pak Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/64TPhhmHoI",0,"Netral"
"453","Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/jtdv7CdoYs",0,"Netral"
"454","Presiden Jokowi meminta kawasan inti pusat Pemerintahan di IKN segera dibangun #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/kJ9YyA53YN",0,"Netral"
"455","Pemerintahan Presiden Jokowi selalu menerima masukan apapun untuk kemajuan Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/PF7TUDaqPp",0,"Netral"
"456","Kereen bange Pak Jokowi, semoga Indonesia seakin maju di tangan pemerintahan pak Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/4q9AOUtLwv",0,"Netral"
"457","@abu_waras sering som komentar politik tapi ternyata oon ......... jokowi sebagai presiden petahana bisa men-setting per-politikan indonesia dengan power terhadap komponen2 di pemerintahan ... pasti mo bilang curang .... hahaha itulah realita politik, yg penting tidak melanggar konstitusi.",-1,"Negatif"
"458","@tjhinfar @jokowi @benny_rhamdani_ @Nirmala_0106 Apa yg dikatakan pak @benny_rhamdani_ sdh benar hukum harus tegas lawan Hoaks sdh menjadi kewajiban kita sebagai warga negara Indonesia.
Kita sebagai warga negara Indonesia wajib memberikan informasi yg benar tentang pemerintahan Indonesia jgn main fitnah .",0,"Netral"
"459","PDI Perjuangan menegaskan bahwa watak kepemimpinan Pak Jokowi adalah politik pemberdayaan rakyat dengan blusukan, turun ke bawah, bukan politik mobilisasi sebagaimana terjadi di Gelora Bung Karno belum lama ini. #SolidBergerak 
https://t.co/Gvgc2AQCrw",0,"Netral"
"460","Kiprah Menteri BUMN @erickthohir di Pemerintahan Presiden Jokowi :
✅ Sukses menangani pandemi
✅ Berhasil transformasi BUMN
✅ Berantas Korupsi Garuda &amp; Jiwasraya
✅ Sukses perhelatan KTT G20
Kepercayaan Presiden ke Erick Thohir

#BangkitBersamaET https://t.co/wPtS8XRiEX",0,"Netral"
"461","@qdewangga_ @BosPurwa @jokowi Ketahuan mainannya, berlindung diketiak aparat, aparat punya rakyat, trus rakyat kritik krn pemimpinnya tukangbohong, gak boleh yak 😅
pemerintahan berjalan krn pajak dri rakyat! 

Kl mo tegakkan hukum, tegakkan saja jgn pakai pandang bulu, plgan gerombolan ente yg byk ditangkap",0,"Netral"
"462","Menteri BUMN @erickthohir  mendapat banyak kepercayaan dari Presiden Joko Widodo. Kedekatan Pak Jokowi memang tidak semata secara emosional, ET pun membuktikan bahwa dirinya punya kinerja yang bagus dalam pemerintahan

https://t.co/dK0reRoICI

#BangkitBersamaET",0,"Netral"
"463","Melalui Menkes pemerintahan Presiden Jokowi gas poll kesehatan rakyat, dengan melakukan kombinasi pembayaran BPJS kesehatan dan swasta. https://t.co/vliCYpQFiV",0,"Netral"
"464","Pemerintahan Presiden Jokowi gas poll dalam reformasi hukum, untuk restorative justice tidak berlaku untuk kejahatan serius. https://t.co/ZRCQ8RAxqp",-1,"Negatif"
"465","@jokowi org ini seharusnya di copot dari jabatannya, mau adu domba dia katanya gerombolan dia lebih banyak. Jgn diem aje ente @jokowi , gunain sisa waktu pemerintahan buat bangun citra yg selama ini buruk. https://t.co/chR7ondOwa",0,"Netral"
"466","@Jhonkosmik Dari dlu X klo ne orang pro mendukung jokowi.
Makanya usahanya lancar, dekatny dgn pemerintahan",0,"Netral"
"467","@baroesy Coba berPIKIR yg WARAS,apakah Pemerintahan Presiden @jokowi penganut ini..?boleh minta datanya biar buat pembelajaran #KamiBersamaJokowi... https://t.co/FtwlLMmVxi",0,"Netral"
"468","@Paltiwest Anggaplah itu benar, ya saya adalah salahsatu orang yang berterimakasih utk jasa pak JK itu. Karena meskipun pemerintahan pak jokowi banyak kekurangan dan belum sempurna, tapi ada banyak perubahan untuk negara ini.. 
Terimakasih pak Jusuf Kalla. 🙏",0,"Netral"
"469","Sekjen PDI-P Hasto meminta relawan Jokowi untuk tidak mereduksi keberhasilan pemerintahan Jokowi dengan manuver yang tidak berguna https://t.co/SsFaYUVTnK",-2,"Negatif"
"470","@AloysiusCandra @Paltiwest terlalu jahat pikiran anda bung, apa yang anda alami selama pemerintahan Jokowi, keburukan apa yang membuat anda seperti itu, coba share apa yang anda alami, jangan atas nama rakyat tapi diri anda sendiri.",0,"Netral"
"471","@Yonno06667468 @DayangIndah4 @alextham878 Hambalang wisma atlet dana Century e KTP jaman siapa? SBY kan? Sdh byk uang negara dikeruk SBY. 10 thn dapet 175 trilyun hebatkan? apa gak skrg kemrungsung trhdp pemerintahan Jokowi yg sdh krj bener2keras tp Jokowi tdk mau korupsi",0,"Netral"
"472","@UyokBack @benny_rhamdani_ @bp2mi_ri @jokowi Jangan terlalu picik gitu dong. Fakta kok ujaran kebencian, fitnah, hoax dialamatkan ke pemerintahan yang sah saat ini, bahkan keluarga presiden tak luput dari serangan. 
Lagian penegakkan hukum bukankah yang kita inginkan semua? 
Penegakkan hukum jelas itu. @benny_rhamdani_",0,"Netral"
"473","Sudah nampak jelas arah kemana nanti Indonesia.
Pak Jokowi telah berhasil menjalankan roda pemerintahan nanti kearah yg benar.
Sudah nampak para penerusnya yg luar biasa. https://t.co/HDEb8wUe5P",0,"Netral"
"474","@BosPurwa Yg pke baju hitam jelas dia preman benalu pemerintahan
Tukang jilat

Dia blng melawan di lapangan,
Siapa yg mau di lawan,
Ini dia penyakitnya,dan kenapa @jokowi hilang wibawa depan para preman penjilat itu.",0,"Netral"
"475","@YudiSet16452924 Buruk sudah pemerintahan ini @jokowi di kelilingi preman dan para penjilat",0,"Netral"
"476","@Biang05553051 @Diek_Clev @ESitohag @panjianom102 @Karsono12732862 @veelgeno @Sigromilir01 @Bonaleles @winoto_ali @Uplu7 @AlamTimur3 @NembeNetes @Anwarbohebo @syahriyalkamil @Meey1235 @topan268 @suprayoga123 @ntar_yaa @rondamedsos @Afridu6 @mamat_tobat @HeryIdris5 @alekda @Jebenk63285910 @12uwongdeso @wbintoro101209 @shield17845 @mahasiswigenz @KemurahanTuhan @K7_m0en @Mantova42167289 @Wandystjk @dwynur666 @salimbonim @AKamas0911 @Juniwun_007 @AestheticKan @NKRIHAR82459132 @loveTOBA @AntonKu62463911 @alan09892662 @A123456789ZQ @Giofarubi1 @ImamMursyalin @Bentir16 @Pardo_Aganis @Mansurmhd7 @winoto @bpsdkijakarta @PKSejahtera Ya Bodoh lah. 
Kampanye mau ada perubahan, tetapi satu sisi mau lanjutkan program Jokowi.

Seolah2 mau berlawanan tetapi masih dalam koalisi di Pemerintahan. Tai kucing itu namanya.

Kalau hebat, keluar dr Pemerintah dan lgsg lantang bhw lu mmg beda dan mau melakukan perubahan",0,"Netral"
"477","@UyokBack @benny_rhamdani_ @bp2mi_ri @jokowi Klo sy disitu sy nasehatin, jd anak bangsa ga boleh berkelahi satu sama lain, mungkin yg disebrang sana mengkiritik kita ada yg harus diperbaiki di pemerintahan kita. Gitu dong ah.",0,"Netral"
"478","Memang sudah waktunya perempuan terwakili suaranya di pemerintahan, bahkan tingkat terendah sekalipun.

#IndonesiaMaju #jokowi https://t.co/fDa5uKUq9q",0,"Netral"
"479","Pemerintahan @jokowi ini tinggal 2 tahun lagi, fokus saja pada pemenuhan janji2 yg pernah dikampanyekan. 100M yg kemarin dihabiskan utk acara relawan yg kabarnya (kalo benar) diambil dari perusahaan2 BUMN hrs dikembalikan @KemenBUMN @erickthohir @KSPgoid @DPR_RI @puanmaharani_ri",0,"Netral"
"480","Peneliti Indonesia Corruption Watch (ICW) Lalola Easter mengatakan sejarah akan mencatat pemberantasan korupsi hancur di tangan pemerintahan Presiden #Jokowi.
Lalola meminta masalah tersebut jadi perhatian serius Jokowi.
#indonesiaviral
#KorupsiMerajalela
https://t.co/yMPUZICXdS",0,"Netral"
"481","@Abang09882137 @detikcom @gibran_tweet @jokowi Wuakakakakaa….cuaxss.
Lha terus proseduralnya gimana ?
Emang klaten ga punya kepala daerah ?
Trus @gibran_tweet curhat bapaknya atas masalah pemerintahan yg diluar teriroialnya.
Bedakan posisi dia sebagai anak atau posisi dia sebagai walikota.

Meh ngeles piye maneh awakmu",0,"Netral"
"482","Sudah waktunya perempuan lebih aktif dan lebih terwakili di jajaran pemerintahan, bahkan sampai ke tingkat terendah.

#IndonesiaMaju #jokowi https://t.co/pvNiOYZsan",0,"Netral"
"483","@iwanpiliang7 @jokowi Sekarang ini kalau dikritik pemerintahan dan kebijakannya cendrung diancam bunuh, diancam polisi, di caci maki, di hina dan di permalukan oleh penjilat 🤮🤮🤮",0,"Netral"
"484","@anto_cello @ChusnulCh__ Kadrun cs ga serta merta muncul setelah Jokowi jd presiden. Mreka  muncul dan di piara slama pemerintahan sby. Menyebar slama 10 thn. Stelah sby lengser berharap kadrun cs bisa berkuasa, namun Allah msh sayang sm bangsa ini.  Pak Jokowi yg jd presiden",0,"Netral"
"485","Tekan Perlambatan Ekonomi 2023, Ini PR Pemerintahan Jokowi https://t.co/bLbuvdTlWI",0,"Netral"
"486","Masih segar di ingatan, postingan anda yang berbau rasial. Itu akan melekat seumur hidup. Lalu narasi anda seperti ini - coba kamu jawab siapa Presiden yang paling banyak membangun Papua?
https://t.co/6INpFGiyYk https://t.co/eZs4qRs65f",0,"Netral"
"487","Jika Indonesia berbangga adanya Presiden Jokowi, kita kini boleh berbangga ada Perdana Menteri Anwar Ibrahim. 

Semoga Malaysia lebih gemilang, terbilang &amp; unggul dibawah pemerintahan Anwar Ibrahim.

#DemiPertiwi",0,"Netral"
"488","@PDI_Perjuangan seharusnya  berhenti menekan @jokowi Di akhir pemerintahan Dan mau berkomunikasi ttg capres ,  krn Beliau Bukan Lamb Duck Presidency . https://t.co/OQDwJAXhro",0,"Netral"
"489","@Jayabay19479190 @jokowi TVOne sepertinya pendukung kadrun dan selalu kritik pemerintahan Jokowi.....Mana TVOne berani expose Lapindo?..atau asuransi bakrie life? dll..🤣🤣🤣
Tidak usah mengharapkan berita yg mendukung pak JOKOWi dari TVOne.

Kita doakan agar pak Jokowi selalu dalam lindungan TUHAN.",0,"Netral"
"490","Sbagai ex ulama, perih ga sih hati @Kiyai_MarufAmin lihat ini ? Yg kritis ke pemerintah dianggap musuh, diperangi. Pdhl di negara manapun, pasti ada oposisi.Agar pemerintahan berimbang. Tdk oligarki dan otoriter.
@jokowi mana cuma senyum senyum. Pdhl kan dia yg minta suasana adem https://t.co/59GJ5uOv1f",0,"Netral"
"491","@jokowi Kami warga sudah tidak percaya pemerintahan di tingkat desa dan kecamatan.karena sudah terorganisir penyimpangannya",-1,"Negatif"
"492","@annaufal31 @DwinantoHaryadi @Tan_Mar3M @AndiSinulingga Rakyat didzalimi oleh pemerintahan Jokowi. Cebong senang dan bangga karena mereka bukan rakyat NKRI harga mati tapi rakyat RRC harga boneka",0,"Netral"
"493","@iwanpiliang7 @jokowi Manusia ini penjilat sangat berbahaya dlm persatuan NKRI.. hrs nya ini d copot sja jabatan nya d pemerintahan..",0,"Netral"
"494","@TirtaDaya @SemestaBertasb3 @edgarlimanto @niluhdjelantik Dan perbanyak deh mengenali lingk minimal kecamatan lu. Liat brp bny warga yg terbangun dg bantuan pemerintah dr program2 yg LEBIH BANUAK dan Maju dibawah pemerintahan JOKOWI. Otaknya dibuka tuh, jgn isinya taik kebencian. Biar gak jd org munafik lo",0,"Netral"
"495","@UyokBack @benny_rhamdani_ @bp2mi_ri @jokowi Ada masalah apa dengan benny klo ada maslah keluarga jangan bawa ke Ranah Pemerintahan, emang Negara ini punya kalian, klo merasa pemenang pastinya Semua Rakyat akan mendukung paktanya semua program meleset contoh kereta Cepat janji tdk pakai APBN kenytaanya pakai &amp; biaya naik.",0,"Netral"
"496","@WagimanDeep212_ Buat semua Relawan Jokowi, yuk kita sama2 mendukung GP - PS, sehingga keberlangsungan Pemerintahan yg sdh baik ini dpt dilanjutkan. Partai2 Nasionalis (minus Nasdem) bersatulah, jgn terpecah. Thn 2024 pertarungannya bukan main2. Pak ET jadi Menko dulu, tunggu 2029 aja wapresnya.",1,"Positif"
"497","Kiprah Menteri BUMN @erickthohir di Pemerintahan Presiden Jokowi :
✅ Sukses menangani pandemi
✅ Berhasil transformasi BUMN
✅ Berantas Korupsi Garuda &amp; Jiwasraya
✅ Sukses perhelatan KTT G20
Kepercayaan Presiden ke Erick Thohir

#BangkitBersamaET https://t.co/jlqmrAHkjz",0,"Netral"
"498","@HukumDan MANUSIA TERBODOH DI INDONESIA, INGIN ADU DOMBA/PERANG ANTAR SAUDARA SEBANGSA.
Pak @jokowi hrs nya anda bijak menanggapi manusia 1 ini yg bikin gaduh, kritik wajar dlm pemerintahan (bkn melawan). Sudah banyak netizen yg menerima tantangan dia,sumpah sangat memalukan gaya premannya",0,"Netral"
"499","Kedekatan Pak @jokowi memang tidak semata secara emosional, 
@erickthohir membuktikan bahwa dirinya punya kinerja yang bagus dalam pemerintahan. 

Erick Thohir berhasil mentransformasi perusahaan-perusahaan BUMN agar menjadi lebih untung. 
#BangkitBersamaET https://t.co/I39A0FoBZG",0,"Netral"
"500","Kok tertawa? Ada yg salah ya dgn meme itu? FPI &amp; HTI udah dilarangkan? Nah klo ada capres yg diusung org2 yg dulu notabenenya adalah anggota 2 ormas itu apa iya kamu ga merasa harus menjauhinya? Ouh, kamu  anggotanya kali ya? Jadi sakit hati sama Pemerintahan Jokowi? 🤭🤭🤭 https://t.co/cgQs7bUff7",0,"Netral"
"501","Tentang empat menteri pemerintahan Presiden Jokowi di persiapan pernikahan Kaesang Pangarep dengan Erina Gudono. https://t.co/30Bewgs8eF",0,"Netral"
"502","@jokowi 20 Okt 2024, bapak akan menjadi sejarah Indonesia. Biarkan generasi mendatang yg akan menilai kinerja pemerintahan JKW.",0,"Netral"
"503","Erick Thohir Anak Emas Jokowi ..!!

Menteri BUMN @erickthohir punya kinerja yg bagus dalam pemerintahan dan mendapat banyak kepercayaan dari Presiden.

Erick juga dinilai dekat dg keluarga Jokowi, termasuk ikut mengurus kebutuhan pernikahan anak bungsu Jokowi.

#BangkitBersamaET https://t.co/18LecdMUuU",1,"Positif"
"504","@ArdoyantoE @fadroel Apa yg di wariskan oleh pemerintahan jokowi maruf baik relawan dan para buzzer  2024 ,tentunya penerus juga seperti jika yg menang capres atau cawapres jika orang berkarakter sama seperti jokowi dan maruf amin ,",1,"Positif"
"505","#BangkitBersamaET
Kedekatan Jokowi memang tidak semata secara emosional, @erickthohir  membuktikan bahwa dirinya punya kinerja yang bagus dalam pemerintahan. Dan berhasil mentransformasi perusahaan-perusahaan BUMN agar menjadi lebih untung.
https://t.co/5vxkT9H6AD",0,"Netral"
"506","#BangkitBersamaET
Kedekatan Jokowi memang tidak semata secara emosional, Erick THohir membuktikan bahwa dirinya punya kinerja yang bagus dalam pemerintahan. Dan berhasil mentransformasi perusahaan-perusahaan BUMN agar menjadi lebih untung.
https://t.co/TxrdVS0oB3",0,"Netral"
"507","@ArieMutyara Jkw ini ketakutan nanti setelah habis masa jabatannya,boroknya dibongkar semua,makanya segala cara dilakuin untuk bisa terus mengendalikan pemerintahan.

Udah terlalu narsis merasa dicintai,sampe lupa cara menghargai sekitar anda @jokowi",0,"Netral"
"508","@Oming72494594 @AdyPetra3 @UpasaraWulunq @jansen_jsp @AgusYudhoyono @SBYudhoyono Siapa yang ngajak masuk pemerintahan? Itu Demokrat yang menawarkan diri bergabung dengan pemerintahan dengan menawarkan program dan AHY. Tidak ikut mendukung, tidak ikut berjuang, begitu Jokowi menang mau ikut pemerintahan, apa namanya kalau tidak ngemis? Mentalnya jelek.",-2,"Negatif"
"509","Saya berharap Pak Jokowi sebagai Kepala Negara dan Kepala Pemerintahan, diakhir tahun 2022, dlm acara ""sholawat utk keselamatan negeri"" berbicara: ""Akan aku tuntaskan tugas sebagai Presiden, silahkan rakyat memilih pengganti saya, yg terbaik, yg cinta republik ini.",0,"Netral"
"510","@TarekFatah inilah kenapa saya bangga punya pak jokowi yang dikit banyak ngeberantas kaum2 radikal dan intoleran yg sbelum masa pemerintahannya merajalela sampe ke instansi pemerintahan. mmg akan sulit hilang tp kita harus waspada dan terus melawan. NKRI dan bhineka tunggal ika harga mati!.",0,"Netral"
"511","Selama masa transisi ke energi terbarukan, investasi industri migas masih menjanjikan. 

Pemerintahan Jokowi gas pol ketahan energi. https://t.co/IQzPh3GZE0",0,"Netral"
"512","Pemerintahan Jokowi gas pol reformasi agraria

Gas pol Jenderal.. Mafia tanah khususnya yang terkait proyek strategis nasional tidak saja menghambat perekonomian, tapi membuat investor bisa berpikir puluhan kali. https://t.co/ldmSTc0xss",-1,"Negatif"
"513","@_khairuru @worksfess Paling bagus kajian yg salafi, insyaAllah antum akan jadi membenci pemerintahan jokowi.",1,"Positif"
"514","@Hantoro2011 @Oming72494594 @AdyPetra3 @UpasaraWulunq @jansen_jsp @AgusYudhoyono @SBYudhoyono Lah kemarin2 menghina pemerintahan jokowi..
Yang bener aje",0,"Netral"
"515","@_MbakSri_ Gimana nasdrun? Situ bergabung sama yg beginian kan? Masih bisa kah situ bilang berkoalisi dgn pemerintahan Jokowi?",0,"Netral"
"516","Potensi gempa di beberapa daerah di Indonesia sangat besar untuk itu, perlu adanya antisipasi agar mengurangi dampak kerusakan terutama rumah. 

Rumah tahan gempa siap dibangun di Cianjur

Pemerintahan Jokowi gas pol insfrastruktur https://t.co/t8tB35eXnG",0,"Netral"
"517","""Yang paling penting, provinsi-provinsi tersebut bisa berjalan dan berfungsi secara optimal pada tahun-tahun pertama......"" ujar Sri Mulyani

Pemerintahan Jokowi gas pol pemerataan ekonomi. https://t.co/xzuoObPddz",0,"Netral"
"518","Menteri PPN/Kepala Bappenas Suharso Monoarfa mengatakan, pertumbuhan ekonomi Indonesia rata-rata sebesar 6,1 persen hingga 6,5 persen per tahun bisa terwujud dengan transisi hijau hingga 2050.

Green economic potensinya besar. 
Pemerintahan @jokowi gas pol ekonomi hijau. https://t.co/n2m9l2rJ4t",0,"Netral"
"519","La Nyalla munafikun.

Sejak awal ingin Jokowi gak turun, sampai 2024.
Padahal kerusakan Indonesia akibat pemerintahan Jokowi begitu masif.

Sekarang ingin kembali ke UUD 45, presiden dipilih oleh MPR, setelah kursi DPR MPR dikuasai oleh para munafikun

#RakyatLebihCintaAnies https://t.co/8eaK7cWPXR",0,"Netral"
"520","@BosPurwa Loh berarti gugur dong tuduhan kalian kl @jokowi dendaman, pemerintahan represif terhadap kritik. Dengan ini aja jelas bahwa pendukungnya aja sampe greget sama @jokowi karena membiarkan mereka2 yg menghina dan memfitnah beliau.",0,"Netral"
"521","@kuasubu2 @petualangliar_ @kadrunmampos @Reestyca_yah FAKTA NYA👇

APA PUN YANG MENJADI KEBIJAKANN PEMERINTAHAN JOKOWI, CUMA RAKYAT KUTU BAB! KADRUN YANG MENJERIT‼️

RAKYAT PENDUKUNG JOKOWI, NGGAK TUH‼️ MALAH KITA SEDANG KAYA-KAYA NYA‼️

KALO UDAH SUSAH KALI JOB DEMO, KESINI KAU DRUNN BIAR KAMI DONASI BUAT KAU NJENK‼️",0,"Netral"
"522","@SisiwittFrida Block Rokan, prefot n yg lain2 kembali ke Indonesia slma pemerintahan pak Jokowi. BUKAN SBY!!!",0,"Netral"
"523","Pak @erickthohir menjadi menteri andalan yang dipercaya oleh Presiden untuk menangani berbagai urusan. Dari persoalan pemerintahan, hingga urusan keluarga @jokowi. bahkan seringkali dalam berbagai tugas strategis itu kan selalu terlibat di dalamnya

#BangkitBersamaET https://t.co/xbIhIqITgT",0,"Netral"
"524","Sentilan-sentilan AHY ke Pemerintahan Jokowi
#AHYPimpinPerubahan
#DemokratHarapanRakyat
https://t.co/c14JsdjYL0",0,"Netral"
"525","@PUTRIDRUPADI5 @RidwanA180598 @maryshelparaiso Keren memang Presiden Jokowi, masyarakat mendukung kinerja Pemerintahan Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/X7ecIyvl1e",0,"Netral"
"526","@vherenpundoko @maryshelparaiso Keren memang Presiden Jokowi, masyarakat mendukung kinerja Pemerintahan Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/X7ecIyvl1e",0,"Netral"
"527","@jayak90837589 @vherenpundoko @maryshelparaiso Keren memang Presiden Jokowi, masyarakat mendukung kinerja Pemerintahan Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/X7ecIyvl1e",0,"Netral"
"528","KAHMI Apresiasi Kinerja Pemerintahan Jokowi-Ma’ruf https://t.co/40s38Cxyn5",0,"Netral"
"529","@boomslang07 @maryshelparaiso Keren memang Presiden Jokowi, masyarakat mendukung kinerja Pemerintahan Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/X7ecIyvl1e",0,"Netral"
"530","KAHMI Beri Apresiasi Kinerja Pemerintahan Jokowi-Ma’ruf https://t.co/7hahXAK0Pi",0,"Netral"
"531","@GetaranNusa @maryshelparaiso Keren memang Presiden Jokowi, masyarakat mendukung kinerja Pemerintahan Jokowi #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #NKRIMajuBersamaJokowi https://t.co/X7ecIyvl1e",0,"Netral"
"532","Gerindra Bergabung ke Pemerintahan Jokowi, Prabowo: Bikin Indonesia Bersatu

https://t.co/NgOhlpklqb",0,"Netral"
"533","@BradHarizz @jokowi Massa terkumpul 7jt yg sia2 unfaedah...Jokowi tetap Presiden &amp; Ahok pun jd pejabat pemerintahan.
Sedangkan klean tetep ngantri nasi bungkus 🤣🤣🤣",0,"Netral"
"534","Gerindra Bergabung ke Pemerintahan Jokowi, Prabowo: Bikin Indonesia Bersatu
https://t.co/B332m6Jqvm",0,"Netral"
"535","@Sarusy2 @JaenoXTM @jokowi Kehadirannya menjadi nanah dalam tubuh pemerintahan",0,"Netral"
"536","KAHMI apresiasi kinerja pemerintahan Jokowi-Ma'ruf https://t.co/T9HJ7DCypK",1,"Positif"
"537","@olvaholvah @jokowi Oh kader Nasdem nyindir pak Jokowi, wahai nasdrun lebih mulia mundur dari pemerintahan pak Jokowi soalnya pendukung Anis semuanya tukang memfitnah mencaci maki dan pembenci pak Jokowi apalagi sekarang kader Nasdem ikut membenci pak Jokowi.",0,"Netral"
"538","Bukti keseriusan pemerintahan Jokowi
#PapuaYouthCreativeHub https://t.co/BUUAulugEa",0,"Netral"
"539","Yes ✊ pemerintahan Jokowi begitu besar peduli terhadap Papua
#PapuaYouthCreativeHub https://t.co/9q9u6Hn9yw",0,"Netral"
"540","Gerindra Bergabung ke Pemerintahan Jokowi, Prabowo: Bikin Indonesia Bersatu
https://t.co/ICcxpp19k2",0,"Netral"
"541","Ini jadi bukti perhatian dan kepedulian pemerintahan Jokowi majukan tanah Papua
#PapuaYouthCreativeHub https://t.co/F9ycukXEJd",0,"Netral"
"542","@Miduk17 @Andiarief__ Kepuasan publik 74% terhadap pemerintahan Jokowi adalah amunisi yang sangat besar",0,"Netral"
"543","@AypPrakasa @jokowi Kamu bisa membuktikan atau hanya asumsimu saja? Memangnya pemerintah mengizinkan korupsi? Jangan ngawur kamu. Kamu boleh benci pemerintahan Jokowi, tapi faktanya Jokowi dipilih 2 kali oleh sebagian besar rakyat Indonesia. Kamu tidak ada artinya apa-apa bagi kami pendukung Jokowi.",-1,"Negatif"
"544","KAHMI apresiasi kinerja pemerintahan Jokowi-Ma'ruf https://t.co/t6xJH5dZtN",1,"Positif"
"545","@ferdy_ferandi @jokowi @mohmahfudmd @ListyoSigitP AKBP doni hermawan, kapolres fpi, parasit-parasit di instansi pemerintahan",0,"Netral"
"546","@olvaholvah @jokowi Anda di Papua kan, coba tanya apa yg dikerjakan pemerintahan Presiden Jokowi selama ini, dibandingkan dgn presiden sebelumnya. Kalau ada kekurangan wajar, tapi jangan ingkari hasil kerja yang baik.",1,"Positif"
"547","Inilah bukti keseriusan dan kepedulian pemerintahan Jokowi
#PapuaYouthCreativeHub https://t.co/5Ls1VKGNYb",0,"Netral"
